jd,jd_norm,UTC
58811.40419000015,479.983290000353,2019-11-24 09:42:02.016
58812.30439999979,480.8834999999963,2019-11-25 07:18:20.160
58813.37973999977,481.9588399999775,2019-11-26 09:06:49.536
58814.011469999794,482.5905700000003,2019-11-27 00:16:31.008
58814.15067999996,482.72978000016883,2019-11-27 03:36:58.752
58815.14831000008,483.72741000028327,2019-11-28 03:33:33.984
58816.11858000001,484.69768000021577,2019-11-29 02:50:45.312
58817.13103999989,485.71014000009745,2019-11-30 03:08:41.856
58819.20202999981,487.7811300000176,2019-12-02 04:50:55.392
58820.40130000003,488.9804000002332,2019-12-03 09:37:52.320
58822.21386000002,490.7929600002244,2019-12-05 05:07:57.504
58823.34365999978,491.92275999998674,2019-12-06 08:14:52.224
58824.2973600002,492.87646000040695,2019-12-07 07:08:11.904
58825.467490000185,494.046590000391,2019-12-08 11:13:11.136
58826.112559999805,494.6916600000113,2019-12-09 02:42:05.184
58826.463589999825,495.04269000003114,2019-12-09 11:07:34.176
58827.20514999982,495.7842500000261,2019-12-10 04:55:24.960
58831.20359000005,499.78269000025466,2019-12-14 04:53:10.176
58832.26502999989,500.84413000009954,2019-12-15 06:21:38.592
58833.189619999845,501.76872000005096,2019-12-16 04:33:03.168
58833.521449999884,502.10055000009015,2019-12-16 12:30:53.280
58835.39123000018,503.97033000038937,2019-12-18 09:23:22.272
58836.17523999978,504.75433999998495,2019-12-19 04:12:20.736
58836.36157999979,504.9406799999997,2019-12-19 08:40:40.512
58838.38823000016,506.9673300003633,2019-12-21 09:19:03.072
58839.36991999997,507.94902000017464,2019-12-22 08:52:41.088
58840.08773999987,508.6668400000781,2019-12-23 02:06:20.736
58840.89038000023,509.4694800004363,2019-12-23 21:22:08.832
58841.33901999984,509.91812000004575,2019-12-24 08:08:11.328
58843.042200000025,511.6213000002317,2019-12-26 01:00:46.080
58846.06579999998,514.6449000001885,2019-12-29 01:34:45.120
58846.49205,515.0711500002071,2019-12-29 11:48:33.120
58847.06552999979,515.6446299999952,2019-12-30 01:34:21.792
58847.076530000195,515.6556300004013,2019-12-30 01:50:12.192
58847.49240999995,516.0715100001544,2019-12-30 11:49:04.224
58849.33436000021,517.9134600004181,2020-01-01 08:01:28.704
58850.41031999979,518.9894199999981,2020-01-02 09:50:51.648
58851.242730000056,519.8218300002627,2020-01-03 05:49:31.872
58851.92885999987,520.5079600000754,2020-01-03 22:17:33.504
58861.27393000014,529.8530300003476,2020-01-13 06:34:27.552
58862.06511999993,530.6442200001329,2020-01-14 01:33:46.368
58863.08551000012,531.6646100003272,2020-01-15 02:03:08.064
58863.2665599999,531.8456600001082,2020-01-15 06:23:50.784
58866.441930000205,535.021030000411,2020-01-18 10:36:22.752
58867.42537999991,536.0044800001197,2020-01-19 10:12:32.832
58868.422069999855,537.0011700000614,2020-01-20 10:07:46.848
58869.42004999984,537.9991500000469,2020-01-21 10:04:52.320
58870.07524000015,538.6543400003575,2020-01-22 01:48:20.736
58870.42529000016,539.0043900003657,2020-01-22 10:12:25.056
58872.41207000008,540.9911700002849,2020-01-24 09:53:22.848
58872.94277000008,541.5218700002879,2020-01-24 22:37:35.328
58873.06901999982,541.6481200000271,2020-01-25 01:39:23.328
